title,genres,runtime,vote_average,vote_count,year
The Three Musketeers,"['Action', 'Adventure', 'Romance']",119.0,5.7,5.0,1921
Warlock,['Western'],122.0,6.7,30.0,1959
The Fiances,"['Drama', 'Romance', 'Foreign']",77.0,6.0,9.0,1963
Il Posto,['Drama'],93.0,6.9,12.0,1961
Chaos Theory,"['Comedy', 'Drama', 'Romance']",87.0,6.2,127.0,2008
The Boys & Girls Guide to Getting Down,['Comedy'],92.0,6.0,8.0,2007
Boy A,"['Crime', 'Drama']",100.0,7.1,155.0,2007
Doctor Who,"['TV Movie', 'Adventure', 'Drama', 'Science Fiction']",89.0,6.0,64.0,1996
A Complete History of My Sexual Failures,"['Documentary', 'Romance', 'Foreign']",90.0,6.9,18.0,2008
The Warlords,"['Action', 'Drama', 'History']",126.0,6.3,83.0,2007
Spiral,"['Drama', 'Thriller']",90.0,6.6,23.0,2007
Hounddog,"['Drama', 'Family']",102.0,6.2,28.0,2007
The Happening,"['Thriller', 'Science Fiction']",91.0,4.9,968.0,2008
The Incredible Hulk,"['Science Fiction', 'Action', 'Adventure']",114.0,6.1,3086.0,2008
Baghead,"['Drama', 'Comedy', 'Horror']",84.0,5.8,23.0,2008
The Children of Huang Shi,"['Drama', 'War']",125.0,6.5,53.0,2008
Quill:  The Life of a Guide Dog,['Drama'],100.0,7.1,11.0,2004
WALL·E,"['Animation', 'Family']",98.0,7.8,6439.0,2008
Wanted,"['Action', 'Thriller', 'Crime']",110.0,6.4,2583.0,2008
Hancock,"['Fantasy', 'Action']",92.0,6.2,3050.0,2008
Boy Culture,"['Drama', 'Romance']",88.0,6.0,30.0,2007
Ten Minutes Older: The Trumpet,"['Documentary', 'Drama']",92.0,6.8,8.0,2002
Angel Face,"['Crime', 'Drama', 'Romance']",92.0,6.9,29.0,1952
Huckleberry Finn,"['Music', 'Family']",118.0,6.1,4.0,1974
Tom Sawyer,"['Family', 'Music']",103.0,6.3,21.0,1973
Turn the River,['Drama'],92.0,5.5,10.0,2008
Get Smart,"['Action', 'Comedy', 'Thriller']",110.0,6.0,1072.0,2008
Young People Fucking,"['Comedy', 'Drama', 'Romance']",90.0,5.9,73.0,2007
Brick Lane,['Drama'],102.0,5.2,15.0,2007
Surfwise,['Documentary'],93.0,7.4,8.0,2007
The Rape of Europa,"['Documentary', 'History', 'War']",117.0,7.4,10.0,2006
St. Trinian's,"['Comedy', 'Family', 'Science Fiction']",101.0,5.6,148.0,2007
The Penalty,"['Crime', 'Drama', 'Horror']",90.0,6.6,11.0,1920
Crossed Tracks,"['Drama', 'Thriller']",103.0,6.6,9.0,2007
Desire,"['Comedy', 'Crime', 'Drama', 'Romance']",95.0,5.2,9.0,1936
Futurama: The Beast with a Billion Backs,"['Animation', 'Comedy', 'Science Fiction', 'Fantasy']",90.0,6.9,156.0,2008
Equinox,"['Adventure', 'Horror']",80.0,5.5,16.0,1970
At the Death House Door,"['Crime', 'Documentary']",98.0,4.8,3.0,2008
Archangel,"['Comedy', 'Drama', 'Romance', 'War']",90.0,6.0,12.0,1990
Battlefield Baseball,"['Comedy', 'Foreign', 'Horror']",87.0,4.9,12.0,2003
The Hourglass Sanatorium,"['Fantasy', 'Drama']",124.0,7.9,17.0,1973
The Color of Pomegranates,"['Drama', 'Foreign']",79.0,7.9,31.0,1969
David Cross: Let America Laugh,"['Comedy', 'Documentary']",93.0,5.9,7.0,2003
West of Zanzibar,"['Drama', 'Mystery']",65.0,6.2,5.0,1928
Tell It to the Marines,"['Action', 'Comedy', 'Drama']",103.0,5.6,5.0,1926
The Unholy Three,"['Crime', 'Drama', 'Romance']",86.0,5.8,11.0,1925
The Unholy Three,"['Crime', 'Drama']",72.0,2.5,2.0,1930
London After Midnight,"['Horror', 'Drama']",69.0,5.8,8.0,1927
Dog Day,"['Action', 'Crime', 'Drama']",101.0,4.1,4.0,1984
The Klansman,"['Crime', 'Drama', 'Thriller']",112.0,4.7,7.0,1974
Pocket Money,"['Action', 'Comedy', 'Western']",102.0,5.3,6.0,1972
The Goddess,['Drama'],93.0,6.9,9.0,1960
Bambi II,"['Animation', 'Drama', 'Family']",72.0,6.0,199.0,2006
Gunnin' for That #1 Spot,['Documentary'],90.0,5.6,5.0,2008
Finding Amanda,"['Comedy', 'Drama']",96.0,5.2,13.0,2008
Kit Kittredge: An American Girl,"['Comedy', 'Drama', 'Family']",101.0,6.4,35.0,2008
Gonzo: The Life and Work of Dr. Hunter S. Thompson,['Documentary'],120.0,7.2,29.0,2008
The Wackness,['Drama'],99.0,6.2,95.0,2008
Up the Yangtze,"['Documentary', 'Foreign']",93.0,6.4,7.0,2007
Get Well Soon,"['Comedy', 'Romance']",95.0,3.8,6.0,2001
Strange Circus,"['Mystery', 'Drama', 'Horror', 'Thriller']",108.0,7.1,47.0,2005
Along Came Jones,"['Action', 'Comedy', 'Western', 'Romance']",90.0,3.8,9.0,1945
The Black Swan,"['Action', 'Adventure']",87.0,6.1,17.0,1942
Cheyenne Autumn,['Western'],154.0,5.6,26.0,1964
Hour of the Gun,"['Action', 'Drama', 'Western']",100.0,5.7,16.0,1967
Sleepwalking,['Drama'],101.0,6.4,26.0,2008
Encounters at the End of the World,['Documentary'],99.0,7.2,84.0,2007
Mauvais Sang,"['Crime', 'Drama', 'Romance', 'Science Fiction', 'Thriller']",119.0,6.9,32.0,1986
Dante 01,['Science Fiction'],82.0,5.1,39.0,2008
Standard Operating Procedure,['Documentary'],117.0,6.7,15.0,2008
Wee Willie Winkie,"['Adventure', 'Family']",100.0,7.3,3.0,1937
A Page of Madness,"['Drama', 'Horror']",70.0,7.8,18.0,1926
Two Women,['Drama'],96.0,4.0,1.0,1999
Zombie Strippers!,"['Comedy', 'Horror']",94.0,4.3,80.0,2008
Frosty the Snowman,"['Family', 'Animation', 'TV Movie']",25.0,6.7,72.0,1969
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,['Documentary'],86.0,8.5,2.0,2007
Roman Polanski: Wanted and Desired,['Documentary'],99.0,6.6,12.0,2008
Z Channel: A Magnificent Obsession,"['History', 'Documentary']",120.0,7.4,12.0,2004
Battle For Haditha,"['Action', 'Adventure', 'Drama', 'History', 'War']",97.0,6.0,39.0,2007
Alexandra,"['War', 'Drama', 'Foreign']",95.0,6.0,10.0,2007
Transylvania,[],103.0,4.6,5.0,2006
Mamma Mia!,"['Comedy', 'Romance']",108.0,6.4,1435.0,2008
Ganes,"['Drama', 'Music']",110.0,5.5,8.0,2007
Welcome to the Sticks,['Comedy'],106.0,6.7,638.0,2008
The Pornographers,"['Drama', 'Romance']",128.0,7.0,9.0,1966
Kabluey,"['Comedy', 'Drama']",86.0,6.2,18.0,2007
The Stone Angel,['Drama'],116.0,5.6,8.0,2007
Honeydripper,"['Drama', 'Music']",124.0,5.3,8.0,2007
Summer '04,"['Drama', 'Romance']",97.0,5.5,4.0,2006
The Home of Dark Butterflies,['Drama'],108.0,6.3,8.0,2008
Dark Floors,"['Fantasy', 'Horror']",85.0,4.6,50.0,2008
Silentium,"['Comedy', 'Crime', 'Thriller']",110.0,7.2,22.0,2004
Rogue,"['Action', 'Horror', 'Thriller']",99.0,6.2,151.0,2007
The Violin,"['Drama', 'Foreign']",98.0,6.5,11.0,2005
Sublime,"['Horror', 'Thriller']",113.0,5.3,33.0,2007
Towelhead,['Drama'],111.0,6.5,45.0,2008
No Regrets for Our Youth,['Drama'],110.0,6.5,10.0,1946
"It's the Great Pumpkin, Charlie Brown","['Family', 'Animation']",25.0,7.3,84.0,1966
Lost Islands,['Drama'],101.0,5.1,4.0,2008
Borderline,"['Crime', 'Drama', 'Thriller']",88.0,5.4,8.0,1950
Katyn,"['Drama', 'History', 'War']",118.0,6.7,50.0,2007
Pan Tadeusz,"['War', 'Drama', 'History', 'Romance']",150.0,5.3,6.0,1999
Journey to the Center of the Earth,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",93.0,5.8,1353.0,2008
Meet Dave,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",90.0,5.1,381.0,2008
The Machine Girl,"['Action', 'Adventure', 'Comedy', 'Crime', 'Horror', 'Thriller']",96.0,6.4,68.0,2008
August,['Drama'],88.0,5.6,17.0,2008
Death Defying Acts,"['Drama', 'Romance']",97.0,5.5,59.0,2007
Water Lilies,"['Drama', 'Romance']",85.0,6.0,54.0,2007
Shrooms,['Horror'],84.0,4.8,99.0,2007
Manslaughter,['Drama'],100.0,6.2,10.0,2005
The Bench,['Drama'],93.0,7.2,14.0,2000
Breath,"['Crime', 'Drama']",84.0,6.9,18.0,2007
Just Another Love Story,"['Thriller', 'Crime', 'Drama']",100.0,6.4,18.0,2007
The Substitute,"['Thriller', 'Comedy']",93.0,5.7,19.0,2007
Next Door,"['Horror', 'Mystery', 'Thriller']",75.0,6.6,42.0,2005
Chinese Roulette,"['Thriller', 'Drama']",96.0,7.0,13.0,1976
Heartbeat Detector,"['Drama', 'Thriller', 'Foreign']",143.0,6.5,2.0,2007
Flakes,"['Comedy', 'Romance']",84.0,5.6,22.0,2007
Death Note,"['Fantasy', 'Mystery', 'Thriller']",126.0,6.8,163.0,2006
A Majority of One,"['Comedy', 'Family', 'Drama']",156.0,5.5,2.0,1961
Moving McAllister,"['Comedy', 'Romance']",89.0,4.9,15.0,2007
The Tall T,"['Thriller', 'Western']",78.0,7.1,26.0,1957
Music Within,"['Comedy', 'Drama']",94.0,6.7,18.0,2007
Transsiberian,"['Thriller', 'Crime', 'Mystery']",111.0,6.5,197.0,2008
Space Chimps,"['Animation', 'Family']",81.0,5.1,102.0,2008
The Last Mistress,"['Drama', 'Romance']",104.0,6.2,15.0,2007
Jimmy Carter Man from Plains,['Documentary'],125.0,7.3,3.0,2007
Stargate: Continuum,"['Adventure', 'Science Fiction']",98.0,6.8,151.0,2008
Watchmen,"['Action', 'Mystery', 'Science Fiction']",163.0,7.0,2892.0,2009
Bravo Two Zero,"['War', 'Action']",115.0,5.3,15.0,1999
Conspiracy,"['Drama', 'Action', 'Thriller', 'Mystery']",90.0,5.3,10.0,2008
War Games: The Dead Code,"['Science Fiction', 'Drama', 'Thriller']",96.0,5.1,47.0,2008
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,"['Comedy', 'Documentary']",100.0,8.0,1.0,2006
Steal a Pencil for Me,['Documentary'],94.0,7.0,1.0,2007
Shotgun Stories,"['Drama', 'Thriller']",92.0,6.9,58.0,2007
Watching the Detectives,"['Comedy', 'Romance']",90.0,6.6,17.0,2007
Mr. Untouchable,"['Crime', 'Documentary']",92.0,6.8,6.0,2007
Blast of Silence,"['Action', 'Crime', 'Drama', 'Thriller']",77.0,7.4,17.0,1961
Felon,"['Action', 'Crime', 'Drama']",103.0,7.1,239.0,2008
Step Brothers,['Comedy'],98.0,6.5,1084.0,2008
Brideshead Revisited,"['Drama', 'Romance']",133.0,6.2,55.0,2008
The X Files: I Want to Believe,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",104.0,5.5,534.0,2008
American Teen,['Documentary'],95.0,6.5,16.0,2008
Man on Wire,"['Thriller', 'Documentary', 'Crime', 'History']",94.0,7.5,282.0,2008
CSNY/Déjà Vu,['Documentary'],96.0,0.0,0.0,2008
The Little Drummer Boy,"['Animation', 'Family']",25.0,6.1,18.0,1968
The Little Mermaid II: Return to the Sea,"['Family', 'Animation']",72.0,5.9,342.0,2000
The Colour of Magic,"['Comedy', 'Fantasy', 'TV Movie']",191.0,6.4,52.0,2008
Hogfather,"['Drama', 'Fantasy']",185.0,6.9,41.0,2006
Mulberry Street,['Horror'],84.0,5.3,39.0,2006
Lost in Beijing,"['Drama', 'Foreign', 'Romance']",112.0,6.4,15.0,2007
Pathology,"['Crime', 'Horror', 'Thriller']",95.0,5.6,147.0,2008
Love & Pop,"['Drama', 'Comedy', 'Foreign']",110.0,7.0,10.0,1998
The Tracey Fragments,['Drama'],77.0,5.9,36.0,2007
The Family Game,"['Comedy', 'Foreign', 'Drama']",107.0,5.3,6.0,1983
The Zone,"['Thriller', 'Drama']",97.0,6.3,26.0,2007
Blindsight,['Documentary'],104.0,8.0,2.0,2006
The Edge of Love,"['Drama', 'History', 'Romance']",110.0,6.1,81.0,2008
The Godless Girl,['Drama'],113.0,7.5,2.0,1929
Heart of a Dog,"['Drama', 'Comedy', 'Science Fiction']",136.0,7.1,38.0,1988
Bonneville,"['Comedy', 'Drama']",93.0,5.9,16.0,2006
Frozen City,['Drama'],92.0,5.7,3.0,2006
The Mummy: Tomb of the Dragon Emperor,"['Adventure', 'Action', 'Fantasy']",112.0,5.2,1418.0,2008
Swing Vote,"['Drama', 'Comedy']",120.0,5.8,66.0,2008
The Midnight Meat Train,"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",98.0,6.0,294.0,2008
Frozen River,['Drama'],97.0,6.7,99.0,2008
Sixty Six,['Comedy'],93.0,6.4,10.0,2006
Bottle Shock,"['Comedy', 'Drama']",110.0,6.6,60.0,2008
Vicky Cristina Barcelona,"['Drama', 'Romance']",96.0,6.7,1050.0,2008
Batman: Gotham Knight,"['Animation', 'Action', 'Adventure']",75.0,6.7,171.0,2008
Fist of the North Star,"['Action', 'Animation', 'Drama', 'Science Fiction', 'Thriller']",110.0,7.0,40.0,1986
Eve and the Fire Horse,['Drama'],92.0,7.0,2.0,2005
The End of Summer,['Drama'],103.0,7.9,18.0,1961
A Moment to Remember,"['Drama', 'Romance']",144.0,7.6,75.0,2004
Year of the Gun,"['Action', 'Thriller', 'Romance']",111.0,4.2,9.0,1991
In Paris,"['Comedy', 'Drama']",92.0,6.7,25.0,2006
The Walker,"['Crime', 'Drama', 'Mystery']",108.0,5.0,26.0,2007
Gigantics,"['Drama', 'Comedy']",80.0,7.9,28.0,1999
Peppermint Candy,['Drama'],130.0,7.7,41.0,1999
Pineapple Express,"['Action', 'Comedy']",111.0,6.6,1169.0,2008
Red Cliff,"['Adventure', 'Drama', 'Action']",150.0,7.1,207.0,2008
The World's Greatest Lover,"['Comedy', 'Romance']",89.0,6.0,9.0,1977
WΔZ,"['Crime', 'Drama', 'Horror', 'Thriller']",104.0,5.5,43.0,2007
Silent Light,['Drama'],142.0,7.1,27.0,2007
The Take,"['Action', 'Thriller']",96.0,5.4,8.0,2007
Expired,"['Comedy', 'Drama', 'Romance']",107.0,6.6,10.0,2007
The Sisterhood of the Traveling Pants 2,"['Adventure', 'Comedy', 'Drama', 'Family']",117.0,6.1,244.0,2008
Hell Ride,"['Action', 'Thriller']",84.0,5.5,55.0,2008
Elegy,"['Drama', 'Romance']",112.0,6.4,73.0,2008
The Good Humor Man,['Comedy'],112.0,7.0,2.0,2008
Bomb It,['Documentary'],93.0,6.6,5.0,2007
Still Life,"['Romance', 'Drama']",15.0,7.8,4.0,2007
Bathory: Countess of Blood,"['Drama', 'Fantasy']",141.0,5.5,32.0,2008
Quid Pro Quo,"['Mystery', 'Drama', 'Thriller']",82.0,6.0,6.0,2008
Black Caesar,"['Action', 'Crime', 'Drama']",94.0,5.7,21.0,1973
High School Musical 2,"['Comedy', 'Drama', 'Family', 'Music']",104.0,6.1,884.0,2007
Tropic Thunder,"['Action', 'Comedy']",107.0,6.5,1707.0,2008
The Objective,"['Action', 'Horror', 'Science Fiction', 'Thriller']",90.0,5.8,56.0,2008
Star Wars: The Clone Wars,"['Thriller', 'Animation', 'Action', 'Science Fiction', 'Adventure', 'Fantasy']",98.0,5.8,434.0,2008
Henry Poole Is Here,"['Comedy', 'Drama']",99.0,5.8,64.0,2008
In the City of Sylvia,"['Drama', 'Foreign', 'Romance']",84.0,6.9,9.0,2007
Mutant Chronicles,"['Action', 'Adventure', 'Horror', 'Science Fiction']",111.0,5.1,142.0,2008
13 Beloved,"['Mystery', 'Comedy', 'Horror', 'Thriller', 'Crime', 'Drama']",114.0,6.4,50.0,2006
Waltz with Bashir,"['Drama', 'Animation', 'War']",90.0,7.8,294.0,2008
Let the Right One In,"['Horror', 'Drama']",115.0,7.5,997.0,2008
Hamlet 2,"['Comedy', 'Music']",92.0,6.1,56.0,2008
Death Race,"['Action', 'Thriller', 'Science Fiction']",105.0,6.0,1205.0,2008
The House Bunny,"['Romance', 'Comedy']",97.0,5.6,548.0,2008
The Longshots,"['Drama', 'Family']",94.0,6.5,11.0,2008
The Rocker,"['Comedy', 'Music']",102.0,5.6,159.0,2008
I.O.U.S.A.,['Documentary'],85.0,7.0,15.0,2008
Mirrors,"['Horror', 'Mystery', 'Thriller']",110.0,6.0,494.0,2008
A Girl Cut in Two,"['Comedy', 'Drama', 'Thriller']",115.0,6.0,19.0,2007
Fly Me to the Moon,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Science Fiction', 'Family']",84.0,4.4,46.0,2008
Trumbo,['Documentary'],96.0,7.5,6.0,2007
Variety Lights,"['Romance', 'Drama', 'Music']",93.0,6.6,11.0,1950
Path to War,"['Action', 'Documentary', 'Drama', 'Thriller']",165.0,5.9,10.0,2002
Sukiyaki Western Django,"['Adventure', 'Action', 'Comedy', 'Western', 'Thriller']",121.0,6.3,79.0,2007
American Zombie,"['Comedy', 'Documentary', 'Horror']",90.0,4.9,10.0,2007
Noise,"['Comedy', 'Drama', 'Thriller']",92.0,5.5,20.0,2008
Return to House on Haunted Hill,"['Horror', 'Thriller']",81.0,5.1,58.0,2007
Feed,"['Mystery', 'Thriller']",101.0,5.7,38.0,2005
Somers Town,"['Comedy', 'Drama']",71.0,6.9,24.0,2008
Burn After Reading,"['Comedy', 'Drama']",96.0,6.5,1251.0,2008
Disaster Movie,"['Action', 'Comedy']",87.0,3.1,250.0,2008
Babylon A.D.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",101.0,5.4,687.0,2008
Traitor,"['Drama', 'Action', 'Thriller', 'Crime']",114.0,6.6,210.0,2008
College,['Comedy'],94.0,4.8,48.0,2008
Trouble the Water,['Documentary'],93.0,6.4,7.0,2008
The Women,"['Comedy', 'Drama', 'Romance']",114.0,4.6,96.0,2008
The Woman in Black,"['Horror', 'Mystery']",100.0,6.7,43.0,1989
The Onion Movie,['Comedy'],80.0,6.1,50.0,2008
Sergeant Rutledge,"['Crime', 'Western']",111.0,6.7,22.0,1960
The Mother of Tears,['Horror'],102.0,4.1,135.0,2007
The Spirit,"['Action', 'Comedy', 'Thriller', 'Crime', 'Science Fiction']",103.0,4.7,323.0,2008
John Adams,"['History', 'Drama']",501.0,7.6,70.0,2008
Tobacco Road,"['Comedy', 'Drama']",84.0,6.8,12.0,1941
Oh! What a Lovely War,"['War', 'Comedy', 'Music']",138.0,6.4,12.0,1969
The Burning Plain,"['Drama', 'Romance']",111.0,6.6,104.0,2008
The Seventh Cross,"['Drama', 'War']",110.0,5.3,5.0,1944
Bangkok Dangerous,"['Action', 'Crime', 'Thriller']",99.0,5.0,336.0,2008
Everybody Wants to Be Italian,"['Comedy', 'Romance']",105.0,5.5,7.0,2007
The Boys in Company C,"['Drama', 'War']",125.0,6.2,29.0,1978
A Secret,['Drama'],105.0,6.7,41.0,2007
August Evening,['Drama'],128.0,5.0,1.0,2007
Flash Point,['Action'],88.0,6.8,70.0,2007
The Fifth Commandment,"['Adventure', 'Action', 'Thriller', 'Crime']",87.0,5.2,12.0,2008
The Subtenant,['Comedy'],104.0,5.0,11.0,2008
The Jammed,"['Drama', 'Thriller']",89.0,7.0,7.0,2007
Pu-239,['Drama'],97.0,6.8,12.0,2006
Sunflower,"['Drama', 'Foreign', 'Romance']",129.0,7.0,6.0,2005
Son of Lassie,"['Action', 'Drama', 'Family', 'Adventure']",102.0,3.5,4.0,1945
Flu Bird Horror,"['Thriller', 'Horror']",89.0,3.5,6.0,2008
Dark Blue Almost Black,['Drama'],105.0,6.7,23.0,2006
The Foot Fist Way,['Comedy'],85.0,6.0,35.0,2006
Altered,"['Horror', 'Science Fiction', 'Thriller']",88.0,5.0,61.0,2006
Thieves,"['Action', 'Adventure', 'Crime', 'Drama', 'Foreign', 'Romance']",105.0,6.8,4.0,2007
Righteous Kill,"['Action', 'Crime', 'Drama', 'Thriller']",101.0,5.9,382.0,2008
Lakeview Terrace,"['Drama', 'Crime', 'Thriller']",110.0,5.9,294.0,2008
To Rob a Thief,"['Action', 'Adventure', 'Comedy', 'Foreign']",98.0,6.0,4.0,2007
Shadows in Paradise,"['Drama', 'Comedy']",76.0,7.1,35.0,1986
Ghost Town,"['Comedy', 'Fantasy', 'Romance']",102.0,6.4,288.0,2008
Maradona by Kusturica,['Documentary'],90.0,5.8,18.0,2008
Accused,"['Thriller', 'Drama']",103.0,7.3,10.0,2005
Import/Export,['Drama'],135.0,6.5,20.0,2007
The Crow IV: Wicked Prayer,"['Action', 'Horror', 'Thriller']",99.0,3.1,46.0,2005
In Bed,"['Drama', 'Romance']",85.0,5.1,14.0,2005
Jam,"['Drama', 'Documentary']",91.0,0.0,0.0,2007
"Africa, Goodbye",['Documentary'],122.0,7.7,3.0,1966
Private Parts,"['Horror', 'Comedy']",87.0,5.8,8.0,1972
Freebie and the Bean,"['Action', 'Comedy', 'Crime']",113.0,6.8,12.0,1974
Sawdust and Tinsel,['Drama'],93.0,7.3,35.0,1953
Humboldt County,"['Comedy', 'Drama']",97.0,4.6,8.0,2008
100 Feet,"['Horror', 'Thriller']",105.0,5.6,96.0,2008
Boot Camp,"['Drama', 'Thriller']",99.0,6.1,66.0,2008
On the Beach,"['Drama', 'Science Fiction']",195.0,6.1,23.0,2000
An Autumn Afternoon,['Drama'],112.0,7.9,40.0,1962
Moonbase,"['Action', 'Science Fiction']",90.0,5.0,2.0,1997
Appaloosa,"['Drama', 'Western', 'Crime']",115.0,6.3,305.0,2008
Miracle at St. Anna,"['Drama', 'War']",160.0,6.3,90.0,2008
So Normal,['Comedy'],110.0,6.4,26.0,2003
The Steamroller and the Violin,"['Family', 'Drama']",46.0,6.4,23.0,1961
Dead Fury,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Horror']",82.0,5.3,3.0,2008
Tears of April,"['Drama', 'War']",115.0,7.0,2.0,2008
Zuzu Angel,['Drama'],108.0,6.5,10.0,2006
1984,"['Drama', 'Science Fiction']",90.0,7.0,23.0,1956
"Home Among Strangers, a Stranger Among His Own","['Action', 'Drama']",97.0,5.7,9.0,1974
Dead Man's Letters,"['Science Fiction', 'Drama']",87.0,6.9,25.0,1986
Eagle Eye,"['Mystery', 'Thriller', 'Action']",118.0,6.3,1038.0,2008
How to Lose Friends & Alienate People,"['Comedy', 'Romance', 'Drama']",110.0,6.2,247.0,2008
Six Shooter,['Comedy'],27.0,7.5,42.0,2004
Nights in Rodanthe,"['Drama', 'Romance']",97.0,5.9,160.0,2008
Look Back in Anger,['Drama'],98.0,7.1,16.0,1959
Nick and Norah's Infinite Playlist,"['Comedy', 'Music', 'Romance']",89.0,6.4,387.0,2008
The Secrets,['Drama'],120.0,6.4,7.0,2007
Marjoe,['Documentary'],88.0,8.5,6.0,1972
Martyrs,"['Horror', 'Drama', 'Thriller']",99.0,7.3,581.0,2008
Supermarket Woman,['Comedy'],127.0,5.7,3.0,1996
Sound of the Mountain,['Drama'],96.0,6.8,16.0,1954
"Sexo, Amor e Traição",[],90.0,6.2,5.0,2004
Red,"['Drama', 'Thriller']",90.0,6.9,51.0,2008
Part of the Weekend Never Dies,"['Music', 'Documentary']",60.0,4.5,3.0,2008
The Music Room,"['Music', 'Drama']",100.0,7.7,31.0,1958
Gomorrah,"['Drama', 'Crime']",135.0,6.7,228.0,2008
The Funeral,"['Comedy', 'Family']",124.0,7.1,9.0,1984
The Accidental Husband,"['Comedy', 'Romance']",90.0,5.2,179.0,2008
KM 31: Kilometer 31,"['Thriller', 'Horror', 'Mystery']",103.0,5.2,23.0,2006
The Duchess,"['Drama', 'History', 'Romance']",110.0,6.7,406.0,2008
Alone in the Dark 2,"['Action', 'Fantasy', 'Horror']",88.0,3.1,23.0,2008
"The Tulse Luper Suitcases, Part 1: The Moab Story","['War', 'Drama', 'History', 'Adventure', 'Romance', 'Thriller']",127.0,7.8,5.0,2003
Dead Leaves,"['Science Fiction', 'Animation', 'Comedy', 'Crime']",52.0,7.4,27.0,2004
The Wrong Man,"['Romance', 'Thriller']",104.0,4.8,5.0,1993
Rachel Getting Married,['Drama'],113.0,6.1,165.0,2008
Body of Lies,"['Action', 'Drama', 'Thriller']",128.0,6.5,919.0,2008
City of Ember,"['Adventure', 'Family', 'Fantasy']",90.0,6.2,614.0,2008
Magicians,['Comedy'],90.0,6.2,25.0,2007
"20,000 Leagues Under the Sea","['Adventure', 'Drama', 'Action', 'Science Fiction']",105.0,6.0,7.0,1916
Ace High,"['Action', 'Comedy', 'Western']",132.0,6.1,28.0,1968
Autism: The Musical,['Documentary'],93.0,6.5,2.0,2007
Max Payne,['Action'],100.0,5.2,625.0,2008
The Pool,"['Drama', 'Foreign']",98.0,7.3,3.0,2008
Zack and Miri Make a Porno,['Comedy'],102.0,6.1,734.0,2008
W.,"['Drama', 'History']",131.0,6.0,144.0,2008
My Best Friend's Girl,"['Romance', 'Comedy']",101.0,5.4,223.0,2008
Family Life,['Drama'],108.0,6.7,9.0,1971
Adios Sabata,"['Action', 'Western', 'War']",104.0,5.5,9.0,1970
"Synecdoche, New York",['Drama'],124.0,7.4,286.0,2008
Come to the Stable,['Drama'],94.0,7.0,1.0,1949
The Drowning Pool,"['Drama', 'Mystery', 'Thriller']",108.0,6.5,21.0,1975
The Secret Life of Bees,['Adventure'],114.0,7.4,159.0,2008
Flash of Genius,['Drama'],119.0,6.3,61.0,2008
An American Carol,"['Comedy', 'Fantasy']",83.0,4.1,20.0,2008
The Banishment,['Drama'],157.0,6.8,22.0,2007
The Wave,"['Drama', 'Thriller']",107.0,7.5,870.0,2008
Two Worlds,"['Comedy', 'Fantasy']",105.0,4.7,32.0,2007
Tokyo-Ga,['Documentary'],92.0,6.8,13.0,1985
Black River,"['Crime', 'Drama']",114.0,6.1,4.0,1957
Fallout,"['Action', 'Science Fiction']",90.0,0.0,0.0,1998
"Angus, Thongs and Perfect Snogging","['Comedy', 'Drama', 'Family', 'Romance']",100.0,6.4,231.0,2008
Bad Eggs,"['Comedy', 'Thriller']",98.0,5.1,4.0,2003
The Family That Preys,"['Drama', 'Romance']",111.0,5.9,15.0,2008
The Flight Before Christmas,"['Animation', 'Family', 'Adventure', 'Drama', 'Fantasy']",80.0,5.4,28.0,2008
Quarantine,"['Horror', 'Science Fiction', 'Thriller']",89.0,5.6,343.0,2008
Typhoon Club,"['Drama', 'Romance']",115.0,6.0,7.0,1985
Black Moon,"['Fantasy', 'Science Fiction']",100.0,6.8,39.0,1975
My Sons,[],120.0,0.0,0.0,1991
Lost Boys: The Tribe,"['Crime', 'Drama', 'Horror', 'Thriller']",94.0,4.6,48.0,2008
Pride and Glory,"['Thriller', 'Crime', 'Drama']",130.0,6.3,243.0,2008
Fifty Pills,['Comedy'],85.0,5.3,15.0,2006
The Express,['Drama'],130.0,7.1,71.0,2008
Lone Wolf and Cub: Baby Cart to Hades,"['Drama', 'Action']",89.0,6.7,30.0,1972
Lone Wolf and Cub: Baby Cart in Peril,"['Action', 'Foreign']",81.0,6.9,29.0,1972
Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,"['Science Fiction', 'Adventure', 'Action']",90.0,5.9,27.0,2002
